id,key,value,type
1093355134,housenumber,23,addr
1093355134,street,Epip Zone,addr
1093355134,fax,+91-80-43311556,regular
1093355134,name,Lemon Tree Hotel,regular
1093355134,phone,+91-80-43311555,regular
1093355134,tourism,hotel,regular
1093355134,website,https://www.lemontreehotels.com/lemon-tree-hotel/bengaluru/whitefield.aspx,regular
1093355138,amenity,atm,regular
1093355138,operator,HDFC ATM,regular
1093355140,city,Bengaluru,addr
1093355140,postcode,560066,addr
1093355140,street,"Epip Industrial Area, Whitefield",addr
1093355140,amenity,restaurant,regular
1093355140,cuisine,chinese,regular
1093355140,name,Beijing Bites,regular
1093355140,phone,+91-80-40930388;+91-80-40930488,regular
1093355140,website,http://www.beijingbites.com/,regular
1093355147,amenity,school,regular
1093355147,name,Jetking Computer Hardware and Networking,regular
1093355149,city,Bengaluru,addr
1093355149,housenumber,23,addr
1093355149,street,Epip Zone,addr
1093355149,amenity,restaurant,regular
1093355149,fax,+91-80-43311556,regular
1093355149,name,Lemon Tree Hotel,regular
1093355149,phone,+91-80-43311555,regular
1093355149,website,http://www.clarionhotel.com/,regular
1093355151,city,Bengaluru,addr
1093355151,housenumber,23,addr
1093355151,postcode,560066,addr
1093355151,street,"EPIP Zone, Whitefield",addr
1093355151,amenity,restaurant,regular
1093355151,email,info@themarkboulevard.com,regular
1093355151,fax,+91-80-41985556,regular
1093355151,name,The Mark Boulevard,regular
1093355151,phone,+91-80-41985555,regular
1093355151,website,http://www.themarkboulevard.com/,regular
1093355153,amenity,hospital,regular
1093355153,name,Dr. Batra Clinic,regular
1093360265,bench,yes,regular
1093360265,highway,bus_stop,regular
1093360265,name,EPIP Bus Stop,regular
1093360265,shelter,yes,regular
1094054658,street,Whitefield Road,addr
1094054658,name,Bajaj Motorcycle Showroom,regular
1094054658,shop,motorcycle,regular
1096305524,amenity,bank,regular
1096305524,atm,no,regular
1096305524,wikidata,Q2003549,brand
1096305524,wikipedia,en:Axis Bank,brand
1096305524,name,Axis Bank,regular
1096305524,en,Axis Bank,name
1096305524,kn,ಅಕ್ಸಿಸ್ ಬ್ಯಾಂಕ್,name
1096305524,website,https://www.axisbank.com,regular
1097739305,amenity,toilets,regular
1097756160,landuse,commercial,regular
1097756160,name,Capgemini,regular
1098024028,highway,bus_stop,regular
1098024028,local_ref,WHITEFIELD,regular
1098024028,name,I Gate ITPL Road,regular
1099202058,barrier,gate,regular
1099768814,city,"Whitefield, Bangalore",addr
1099768814,postcode,560066,addr
1099768814,street,Channasandra Main Road,addr
1099768814,amenity,school,regular
1099768814,name,Whitefield Global School,regular
1102898204,amenity,nightclub,regular
1103184464,street,Varthur Road,addr
1103184464,amenity,police,regular
1103184464,name,Varthur Police Station,regular
1103184464,kn,ವರ್ತೂರು ಆರಕ್ಷಕ ಠಾಣೆ,name
1104219275,railway,crossing,regular
1104219288,railway,crossing,regular
1104241017,highway,bus_stop,regular
1104241017,name,Prajwal School,regular
1104241017,kn,ಪ್ರಜ್ವಲ್ ಶಾಲೆ,name
1104241030,highway,traffic_signals,regular
1104243944,highway,traffic_signals,regular
1104408041,city,Bengaluru,addr
1104408041,street,Whitefield Road,addr
1104408041,amenity,fast_food,regular
1104408041,cuisine,pizza,regular
1104408041,name,Dominos,regular
1104408041,kn,ಡೋಮಿನೋಸ್,name
1107350591,highway,street_lamp,regular
1107350598,amenity,doctors,regular
1107350598,name,Sancheswar Clinic,regular
1110586664,railway,level_crossing,regular
1114730571,barrier,gate,regular
1114730571,building,entrance,regular
1115282604,highway,bus_stop,regular
1115282604,local_ref,HOODI,regular
1115282604,name,Mahadevapura,regular
1115282604,kn,ಮಹಾದೇವಪುರ,name
1116410495,amenity,place_of_worship,regular
1116410495,name,Temple,regular
1116410495,kn,ದೇವಸ್ಥಾನ,name
1116410495,religion,hindu,regular
1116412113,street,ITPL Main Road,addr
1116412113,amenity,atm,regular
1116412113,name,IndusInd Bank ATM,regular
1116412113,operator,Citibank,regular
1116412154,street,ITPL Main Road,addr
1116412154,amenity,atm,regular
1116412154,operator,State Bank of India,regular
1116412170,amenity,atm,regular
1116412170,operator,ICICI,regular
1123348991,amenity,parking,regular
1123348991,name,HDFC Bank Parking,regular
1123348993,street,ITPL Main Road,addr
1123348993,amenity,atm,regular
1123348993,operator,HDFC Bank ATM,regular
1126186796,housename,Holy Cross School & College,addr
1126186796,amenity,school,regular
1126186796,designation,Educational Organization,regular
1126186800,amenity,atm,regular
1126186800,operator,Andhra Bank ATM,regular
1126189761,street,Borewell Road,addr
1126189761,alt_name,DPS,regular
1126189761,amenity,school,regular
1126189761,name,Delhi Public School,regular
1126189761,kn,ದೆಹಲಿ ಸಾರ್ವಜನಿಕ ಶಾಲೆ,name
1127347248,highway,bus_stop,regular
1127347248,local_ref,WHITEFIELD,regular
1127347248,name,I Gate ITPL Road,regular
1129254951,housename,Sri Gajra Nivas,addr
1129254951,housenumber,49,addr
1129254951,street,10Th Cross,addr
1129336227,housename,Sri Gajra Nivas,addr
1129336227,housenumber,50,addr
1129336227,street,10Th Cross,addr
1129381521,name,Pai Layout,regular
1129381521,kn,ಪೈ ಲೇಔಟ್,name
1129381521,place,locality,regular
1131031316,street,Graphite India Road,addr
1131031316,amenity,atm,regular
1131031316,operator,Axis Bank ATM,regular
1131031321,barrier,gate,regular
1131031327,bench,yes,regular
1131031327,highway,bus_stop,regular
1131031327,name,Bhoruka Steel Limited Bus Stop,regular
1131031327,shelter,yes,regular
1131031330,barrier,gate,regular
1131031330,building,entrance,regular
1132393266,name,Red Apple Unisex Saloon,regular
1132393266,shop,hairdresser,regular
1135052608,amenity,pharmacy,regular
1137521788,amenity,parking,regular
1137521788,name,Vagdevi School Parking,regular
1138468595,city,Bengaluru,addr
1138468595,housenumber,716,addr
1138468595,postcode,560038,addr
1138468595,street,Chinmaya Mission Hospital Road,addr
1138468595,amenity,arts_centre,regular
1138468595,name,Goethe-Institut Max Müller Bhavan,regular
1138468595,phone,+91 80 25205305,regular
1138468595,website,https://www.goethe.de/ins/in/en/sta/ban.html,regular
1138469390,street,Chinmaya Mission Hospital Road,addr
1138469390,name,Bandhej,regular
1138469390,shop,clothes,regular
1147232581,street,Forum Value Mall,addr
1147232581,amenity,cafe,regular
1147232581,name,5 Centrigrade,regular
1147232586,street,Forum Value Mall,addr
1147232586,brand,Adidas,regular
1147232586,wikidata,Q3895,brand
1147232586,wikipedia,en:Adidas,brand
1147232586,name,Adidas,regular
1147232586,shop,sports,regular
1147232591,street,Forum Value Mall,addr
1147232591,name,Metro Shoes,regular
1147232591,shop,shoes,regular
1147232594,street,Forum Value Mall,addr
1147232594,name,Sisley Outlet Clothes,regular
1147232594,shop,clothes,regular
1147232596,street,Forum Value Mall,addr
1147232596,name,Reebok,regular
1147232596,shop,clothes,regular
1147232598,street,Forum Value Mall,addr
1147232598,amenity,fast_food,regular
1147232598,cuisine,sandwich,regular
1147232598,name,Subway,regular
1147232605,street,Forum Value Mall,addr
1147232605,name,Pantaloon Factory Outlet,regular
1147232605,shop,clothes,regular
1147232606,street,Forum Value Mall,addr
1147232606,name,Lee,regular
1147232606,shop,clothes,regular
1147232608,street,Forum Value Mall,addr
1147232608,amenity,restaurant,regular
1147232608,name,MTR,regular
1147232614,street,Forum Value Mall,addr
1147232614,name,Sony Center,regular
1147232614,shop,hifi,regular
1147232621,street,Forum Value Mall,addr
1147232621,name,Crossword,regular
1147232621,shop,books,regular
1147232624,street,Forum Value Mall,addr
1147232624,amenity,cafe,regular
1147232624,cuisine,ice_cream,regular
1147232624,name,Cream n Desserts,regular
1147232630,street,Forum Value Mall,addr
1147232630,amenity,fast_food,regular
1147232630,brand,McDonald's,regular
1147232630,wikidata,Q38076,brand
1147232630,wikipedia,en:McDonald's,brand
1147232630,cuisine,burger,regular
1147232630,name,McDonald's,regular
1147232630,takeaway,yes,regular
1147232632,street,Forum Value Mall,addr
1147232632,amenity,fast_food,regular
1147232632,cuisine,thai,regular
1147232632,name,Taj Express,regular
1147232633,street,Forum Value Mall,addr
1147232633,name,Eye Sense,regular
1147232633,shop,jewelry,regular
1147232639,street,Forum Value Mall,addr
1147232639,name,Loot Mart,regular
1147232639,shop,clothes,regular
1147232642,street,Forum Value Mall,addr
1147232642,name,Liberty Silks,regular
1147232642,shop,clothes,regular
1147232643,street,Forum Value Mall,addr
1147232643,name,Diya,regular
1147232643,shop,jewelry,regular
1147232646,street,Forum Value Mall,addr
1147232646,name,Espirit,regular
1147232646,shop,clothes,regular
1147232651,street,Forum Value Mall,addr
1147232651,amenity,restaurant,regular
1147232651,name,Chettinadu Palate,regular
1147232653,street,Forum Value Mall,addr
1147232653,name,Blackberrys,regular
1147232653,shop,clothes,regular
1147232654,street,Forum Value Mall,addr
1147232654,name,Affinity Salon,regular
1147232654,shop,hairdresser,regular
1147232660,street,Forum Value Mall,addr
1147232660,amenity,fast_food,regular
1147232660,name,Rajdhani Snacklet,regular
1147232664,street,Forum Value Mall,addr
1147232664,name,The Time Factory,regular
1147232664,shop,clothes,regular
1147232667,street,Forum Value Mall,addr
1147232667,amenity,restaurant,regular
1147232667,cuisine,chinese,regular
1147232667,name,Beijing Bites,regular
1147232669,street,Forum Value Mall,addr
1147232669,name,Sportxs,regular
1147232669,shop,gift,regular
1147232674,street,Forum Value Mall,addr
1147232674,amenity,restaurant,regular
1147232674,name,Namma Sagar,regular
1147232676,street,Forum Value Mall,addr
1147232676,alt_name,Kentucky Fried Chicken,regular
1147232676,amenity,fast_food,regular
1147232676,brand,KFC,regular
1147232676,wikidata,Q524757,brand
1147232676,wikipedia,en:KFC,brand
1147232676,cuisine,chicken,regular
1147232676,name,KFC,regular
1147232676,takeaway,yes,regular
1147232679,street,Forum Value Mall,addr
1147232679,amenity,fast_food,regular
1147232679,cuisine,pizza,regular
1147232679,name,Pizza Corner,regular
1147232681,street,Forum Value Mall,addr
1147232681,name,Calvin Klein Jeans,regular
1147232681,shop,clothes,regular
1147232686,street,Forum Value Mall,addr
1147232686,name,Access 2 Future,regular
1147232686,shop,hifi,regular
1147232687,street,Forum Value Mall,addr
1147232687,name,Nike Factory Store,regular
1147232687,shop,clothes,regular
1147232688,street,Forum Value Mall,addr
1147232688,name,BATA,regular
1147232688,shop,shoes,regular
1147277937,street,Forum Value Mall,addr
1147277937,name,Pepe Jeans,regular
1147277937,shop,clothes,regular
1147277938,street,Forum Value Mall,addr
1147277938,name,Puma,regular
1147277938,shop,clothes,regular
1147277940,street,Forum Value Mall,addr
1147277940,name,The Book Shelf,regular
1147277940,shop,books,regular
1147277942,street,Forum Value Mall,addr
1147277942,name,Jute Cottage,regular
1147277942,shop,clothes,regular
1147277944,street,Forum Value Mall,addr
1147277944,name,Mega Mart,regular
1147277944,shop,clothes,regular
1147277947,city,"Whitefield, Bangalore",addr
1147277947,housename,Forum Value Mall,addr
1147277947,housenumber,62,addr
1147277947,postcode,560066,addr
1147277947,name,Rattrap,regular
1147277947,phone,+91-80-41521236,regular
1147277947,shop,clothes,regular
1147277964,street,Forum Value Mall,addr
1147277964,name,Favourite Shop,regular
1147277964,shop,clothes,regular
1147281300,street,Forum Value Mall,addr
1147281300,name,Sanskruti Silks,regular
1147281300,shop,clothes,regular
1147281301,street,Forum Value Mall,addr
1147281301,name,Rare,regular
1147281301,shop,clothes,regular
1147281303,street,Forum Value Mall,addr
1147281303,name,Peter England,regular
1147281303,shop,clothes,regular
1147281304,street,Forum Value Mall,addr
1147281304,name,Vivah,regular
1147281304,shop,clothes,regular
1147281305,street,Forum Value Mall,addr
1147281305,name,Neeru’S Fashion,regular
1147281305,shop,clothes,regular
1147281306,street,Forum Value Mall,addr
1147281306,name,Stanza,regular
1147281306,shop,clothes,regular
1147281307,street,Forum Value Mall,addr
1147281307,name,Soles,regular
1147281307,shop,shoes,regular
1147282670,street,Forum Value Mall,addr
1147282670,name,Archies Gallery,regular
1147282670,shop,gift,regular
1147294837,street,Forum Value Mall,addr
1147294837,name,Bulchee,regular
1147294837,shop,clothes,regular
1147294839,street,Forum Value Mall,addr
1147294839,name,WHIZZ,regular
1147294839,shop,hifi,regular
1147294842,street,Forum Value Mall,addr
1147294842,name,Levis,regular
1147294842,shop,clothes,regular
1147294844,street,Forum Value Mall,addr
1147294844,name,ONKYO,regular
1147294844,shop,hifi,regular
1147294847,street,Forum Value Mall,addr
1147294847,name,Tommy Hilfiger,regular
1147294847,shop,clothes,regular
1147294849,street,Forum Value Mall,addr
1147294849,amenity,cafe,regular
1147294849,name,Kalmane Koffee,regular
1147294852,street,Forum Value Mall,addr
1147294852,name,Zaari,regular
1147294852,shop,clothes,regular
1147294855,street,Forum Value Mall,addr
1147294855,name,Benetton,regular
1147294855,shop,clothes,regular
1147294863,street,Forum Value Mall,addr
1147294863,name,Maheen,regular
1147294863,shop,gift,regular
1147294865,street,Forum Value Mall,addr
1147294865,amenity,restaurant,regular
1147294865,name,Toscano's,regular
1147294866,street,Forum Value Mall,addr
1147294866,amenity,pub,regular
1147294866,name,Madhuloka,regular
1147294867,street,Forum Value Mall,addr
1147294867,name,Rockport,regular
1147294867,shop,clothes,regular
1147294870,street,Forum Value Mall,addr
1147294870,name,Van Heusen,regular
1147294870,kn,ವ್ಯಾನ್ ಹುಸೇನ್,name
1147294870,shop,clothes,regular
1147294877,street,Forum Value Mall,addr
1147294877,name,Alen Solly,regular
1147294877,shop,clothes,regular
1148527639,housename,Cosmos Mall,addr
1148527639,name,Biba,regular
1148527639,shop,clothes,regular
1148527640,housename,Cosmos Mall,addr
1148527640,name,Nine,regular
1148527640,shop,toys,regular
1148527641,housename,Cosmos Mall,addr
1148527641,name,Urban Yoga,regular
1148527641,shop,clothes,regular
1148527642,housename,Cosmos Mall,addr
1148527642,name,Fashion @ Big Bazaar,regular
1148527642,shop,clothes,regular
1148527643,housename,Cosmos Mall,addr
1148527643,name,Indigo Nation,regular
1148527643,shop,clothes,regular
1148527644,housename,Cosmos Mall,addr
1148527644,name,Loot Mart,regular
1148527644,shop,clothes,regular
1148527645,housename,Cosmos Mall,addr
1148527645,name,Turtle World,regular
1148527645,shop,clothes,regular
1148527646,housename,Cosmos Mall,addr
1148527646,name,Pantaloons,regular
1148527646,shop,clothes,regular
1148527648,housename,Cosmos Mall,addr
1148527648,name,Thomas Scott,regular
1148527648,shop,clothes,regular
1148527649,housename,Cosmos Mall,addr
1148527649,name,Jashn,regular
1148527649,shop,clothes,regular
1148527650,housename,Cosmos Mall,addr
1148527650,name,Jealous 21,regular
1148527650,shop,clothes,regular
1148527651,housename,Cosmos Mall,addr
1148527651,name,Lilliput,regular
1148527651,shop,clothes,regular
1150839598,district,Bengaluru Urban,addr
1150839598,full,"93/1, 565, Srinivasa Complex Ring Road Attached To Main Road",addr
1150839598,postcode,560037,addr
1150839598,state,Karnataka,addr
1150839598,street,Varthur Road,addr
1150839598,amenity,hospital,regular
1150839598,level,0,regular
1150839598,name,New Akshay Mallya Hospital,regular
1150839598,source,OpenGovernmentData,regular
1150839601,street,Varthur Road,addr
1150839601,name,Puma,regular
1150839601,kn,ಪೂಮ,name
1150839601,shop,clothes,regular
1150839607,street,Varthur Road,addr
1150839607,name,Happy Mart,regular
1150839607,shop,convenience,regular
1150839610,street,Varthur Road,addr
1150839610,name,Mega Mart,regular
1150839610,shop,clothes,regular
1150839612,street,Varthur Road,addr
1150839612,name,Woodland,regular
1150839612,shop,clothes,regular
1150839622,street,Varthur Road,addr
1150839622,name,Reebok,regular
1150839622,shop,clothes,regular
1150839626,street,Varthur Road,addr
1150839626,name,Lilliput,regular
1150839626,shop,clothes,regular
1150839629,street,Varthur Road,addr
1150839629,name,Lacoste Outlet,regular
1150839629,shop,clothes,regular
1156832807,housename,The Bay Food Court,addr
1156832807,housenumber,102,addr
1156832807,street,"Outer Ring Road, Bellandur",addr
1156832807,amenity,cafe,regular
1156832807,cuisine,coffee_shop,regular
1156832807,name,Cafe Coffee Day,regular
1156832807,kn,ಕಫೆ ಕಾಫಿ ಡೇ,name
1156832811,housename,The Bay Food Court,addr
1156832811,housenumber,102,addr
1156832811,street,"Outer Ring Road, Bellandur",addr
1156832811,amenity,fast_food,regular
1156832811,cuisine,pizza,regular
1156832811,name,Dominos Pizza,regular
1156832811,kn,ಡಾಮಿನೋಸ್ ಪಿಟ್ಸ,name
1156832811,wheelchair,no,regular
1156941131,housename,Food Court,addr
1156941131,street,"Outer Ring Road, Bellandur Village",addr
1156941131,amenity,fast_food,regular
1156941131,brand,McDonald's,regular
1156941131,wikidata,Q38076,brand
1156941131,wikipedia,en:McDonald's,brand
1156941131,cuisine,burger,regular
1156941131,name,McDonald's,regular
1156941131,kn,ಮ್ಯಾಕ್‌ಡೊನಾಲ್ಡ್ಸ್‌,name
1156941131,takeaway,yes,regular
1156941131,website,https://www.mcdonaldsindia.com/,regular
1158839740,city,"B Block, AECS Layout",addr
1158839740,housenumber,# 538,addr
1158839740,postcode,560037,addr
1158839740,street,ITPL Main Road,addr
1158839740,name,Stamford Residency,regular
1158839740,source,"Near Cosmos Mall BrookfieldBengaluru, Karnataka 080 4007 1777",regular
1158839740,tourism,motel,regular
1158839740,website,stamfordresidency.com,regular
1160603218,amenity,cafe,regular
1160603218,name,Cafe Coffee Day,regular
1160603218,kn,ಕಫೆ ಕಾಫಿ ಡೇ,name
1162930056,amenity,parking,regular
1162930056,name,RMZ NXT Visitor's Parking,regular
1163058385,street,2Nd Road,addr
1163058385,amenity,cafe,regular
1163058385,name,Cafe Coffee Day,regular
1163058385,kn,ಕಫೆ ಕಾಫಿ ಡೇ,name
1166275817,name,Namdhari Fresh,regular
1166275817,shop,convenience,regular
1166727531,street,Goshala Road,addr
1166727531,name,car singh,regular
1166727531,shop,car_repair,regular
1166727536,street,ORR Doddanakundi,addr
1166727536,amenity,restaurant,regular
1166727536,name,Bhagini Restaurant,regular
1166727536,kn,ಭಗಿನಿ,name
1166727538,amenity,atm,regular
1166727538,name,Axis bank ATM private to Ferns Icon,regular
1166727541,amenity,restaurant,regular
1166727541,name,Traffic Jam,regular
1166727551,street,ORR  Opposite Bhagini,addr
1166727551,amenity,restaurant,regular
1166727551,name,Pink restaurant,regular
1166727555,name,unknown bakery,regular
1166727555,shop,bakery,regular
1168221740,amenity,fast_food,regular
1168221740,name,Pizza Hut,regular
1168221740,kn,ಪಿಟ್ಸ ಹಟ್,name
1170262388,name,Ramagondanahalli,regular
1170262388,kn,ರಾಮಗೊಂಡನಹಳ್ಳಿ,name
1170262388,place,village,regular
1173931045,barrier,lift_gate,regular
1174025197,amenity,bank,regular
1174025197,atm,yes,regular
1174025197,brand,HDFC,regular
1174025197,wikidata,Q631047,brand
1174025197,wikipedia,en:HDFC Bank,brand
1174025197,name,HDFC Bank,regular
1174025197,kn,ಎಚ್ ಡಿ ಎಫ್ ಸಿ,name
1174025197,short_name,HDFC,regular
1174025197,website,https://www.hdfcbank.com,regular
1175639615,railway,switch,regular
1177154505,railway,switch,regular
1177154530,railway,buffer_stop,regular
1177154805,railway,switch,regular
1177154869,railway,switch,regular
1177155283,railway,switch,regular
1177155402,railway,switch,regular
1177155538,railway,switch,regular
1177155562,internet_access,no,regular
1177155562,name,Baiyyappanahalli Junction,regular
1177155562,kn,ಬೈಯಪ್ಪನಹಳ್ಳಿ,name
1177155562,network,IR,regular
1177155562,operator,SWR,regular
1177155562,public_transport,station,regular
1177155562,railway,station,regular
1177155562,ref,BYPL,regular
1177155562,train,yes,regular
1177155562,wikidata,Q55604734,regular
1177155562,wikipedia,en:Baiyyappanahalli railway station,regular
1177155609,railway,switch,regular
1177191983,railway,switch,regular
1177192072,railway,switch,regular
1177192075,railway,switch,regular
1177192092,alt_name,K R Puram Junction,regular
1177192092,internet_access,wlan,regular
1177192092,name,Krishnarajapuram,regular
1177192092,kn,ಕೃಷ್ಣರಾಜಪುರ,name
1177192092,network,IR,regular
1177192092,operator,SWR,regular
1177192092,railway,station,regular
1177192092,ref,KJM,regular
1177192092,wikidata,Q6437604,regular
1177192092,wikipedia,en:Krishnarajapuram railway station,regular
1177485530,railway,switch,regular
1177485540,railway,switch,regular
1177485553,railway,switch,regular
1177485561,railway,switch,regular
1177485592,railway,switch,regular
1177485594,railway,switch,regular
1177485610,railway,switch,regular
1177485619,railway,switch,regular
1177485645,railway,switch,regular
1177485680,railway,buffer_stop,regular
1177485716,railway,switch,regular
1177485731,railway,buffer_stop,regular
1177485765,railway,switch,regular
1177485771,railway,switch,regular
1177485841,railway,switch,regular
1177485850,railway,buffer_stop,regular
1177485858,railway,buffer_stop,regular
1177485911,railway,switch,regular
1177485968,railway,switch,regular
1177485969,railway,switch,regular
1177486046,railway,switch,regular
1177486077,railway,switch,regular
1177486119,railway,buffer_stop,regular
1177486317,railway,switch,regular
1177703454,railway,switch,regular
1177703505,railway,switch,regular
1177703532,railway,switch,regular
1177703615,railway,switch,regular
1177703617,railway,buffer_stop,regular
1177703638,railway,switch,regular
1177703803,railway,switch,regular
1177703835,railway,switch,regular
1177703859,railway,switch,regular
1177704040,railway,switch,regular
1177704110,railway,switch,regular
1177704218,railway,switch,regular
1177704280,railway,switch,regular
1177704317,railway,switch,regular
1177704320,railway,switch,regular
1177704326,railway,switch,regular
1177704451,railway,switch,regular
1177704478,railway,switch,regular
1177704985,railway,switch,regular
1177705033,railway,switch,regular
1177705047,railway,switch,regular
1177705189,railway,buffer_stop,regular
1177705257,railway,switch,regular
1177705344,railway,switch,regular
1177705349,railway,switch,regular
1177705449,railway,switch,regular
1177705496,railway,switch,regular
1177705553,railway,switch,regular
1177705604,railway,switch,regular
1177705649,railway,switch,regular
1177705833,railway,switch,regular
1177705836,internet_access,no,regular
1177705836,name,Whitefield,regular
1177705836,kn,ವೈಟ್‌ಫೀಲ್ಡ್,name
1177705836,network,IR,regular
1177705836,operator,SWR,regular
1177705836,public_transport,station,regular
1177705836,railway,station,regular
1177705836,ref,WFD,regular
1177705836,train,yes,regular
1177705836,wikidata,Q59155364,regular
1177705836,wikipedia,en:Whitefield (Bangalore) railway station,regular
1177705840,railway,switch,regular
1177705856,railway,buffer_stop,regular
1177705864,railway,switch,regular
1177705865,railway,switch,regular
1177705869,railway,switch,regular
1177705911,railway,switch,regular
1185751513,street,100 Feet Roads K Karim Khan Road,addr
1185751513,brand,Metro,regular
1185751513,wikidata,Q13610282,brand
1185751513,wikipedia,en:Metro Cash & Carry,brand
1185751513,name,Metro,regular
1185751513,shop,wholesale,regular
1185751513,wheelchair,no,regular
1185751529,street,100 Feet Roads K Karim Khan Road,addr
1185751529,brand,Bata,regular
1185751529,wikidata,Q688082,brand
1185751529,wikipedia,en:Bata (company),brand
1185751529,name,Bata,regular
1185751529,kn,ಬಾಟಾ,name
1185751529,shop,shoes,regular
1185751529,wheelchair,no,regular
1185751530,street,100 Feet Roads K Karim Khan Road,addr
1185751530,name,Unilet,regular
1185751530,shop,electronics,regular
1185751531,name,Woodland,regular
1185751531,shop,clothes,regular
1185751531,wheelchair,no,regular
1185751534,name,Reliance Footprint,regular
1185751534,shop,shoes,regular
1185757004,bus,yes,regular
1185757004,highway,bus_stop,regular
1185757004,name,Indiranagar 6th main,regular
1185757004,kn,ಇಂದಿರಾನಗರ ೬ನೇ ಮುಖ್ಯ ರಸ್ತೆ,name
1185757004,public_transport,platform,regular
1185757004,shelter,yes,regular
1185757004,tactile_paving,no,regular
1186831410,street,Whitefield Road,addr
1186831410,amenity,hospital,regular
1186831410,name,Presidency Hospital,regular
1186831429,street,Whitefield Road,addr
1186831429,amenity,atm,regular
1186831429,operator,SBI ATM,regular
1186904262,leisure,playground,regular
1186904262,name,Sanctuary,regular
1196677392,city,"Marathahalli, Bangalore",addr
1196677392,postcode,560037,addr
1196677392,street,Outer Ring Road,addr
1196677392,amenity,bank,regular
1196677392,atm,yes,regular
1196677392,brand,ICICI,regular
1196677392,wikidata,Q1653258,brand
1196677392,name,ICICI Bank,regular
1196677392,en,ICICI Bank,name
1196677392,kn,ಐಸಿಐಸಿಐ ಬ್ಯಾಂಕು,name
1196677392,short_name,ICICI,regular
1196677392,website,https://www.icicibank.com,regular
1196677392,wikidata,Q1653258,regular
1196677392,wikipedia,en:ICICI Bank,regular
1198183529,amenity,atm,regular
1198183529,name,Punjab National Bank ATM,regular
1198183529,operator,Punjab National Bank,regular
1212302913,highway,traffic_signals,regular
1212309366,amenity,atm,regular
1212309366,name,IDBI,regular
1213632636,highway,traffic_signals,regular
1232740569,name,Easwara Layout,regular
1232740569,kn,ಈಶ್ವರ ಬಡಾವಣೆ,name
1232740569,place,neighbourhood,regular
1232740597,bus,yes,regular
1232740597,highway,bus_stop,regular
1232740597,name,Indiranagar 6th main,regular
1232740597,kn,ಇಂದಿರಾನಗರ ೬ನೇ ಮುಖ್ಯ ರಸ್ತೆ,name
1232740597,public_transport,platform,regular
1232740597,shelter,yes,regular
1232740597,tactile_paving,no,regular
1232740599,name,LBS Nagar,regular
1232740599,kn,ಎಲ್ ಬಿ ಎಸ್ ನಗರ,name
1232740599,place,neighbourhood,regular
1237139191,tourism,guest_house,regular
1252163966,amenity,atm,regular
1252163966,fee,ICICI ATM,regular
1259491784,highway,traffic_signals,regular
1259491784,traffic_signals,signal,regular
1259491784,direction,forward,traffic_signals
1260719439,city,"Marathahalli, Bangalore",addr
1260719439,housenumber,92/3,addr
1260719439,street,Outer Ring Road,addr
1260719439,amenity,restaurant,regular
1260719439,cuisine,indian,regular
1260719439,level,2,regular
1260719439,name,Punjabi Tadka,regular
1260719439,phone,+91-9241746626,regular
1260719442,name,Hitech Communication,regular
1260719442,operator,Nokia,regular
1260719442,shop,mobile_phone,regular
1262057184,amenity,kindergarten,regular
1262057184,name,Apple Kids,regular
1264989723,name,Namdhari Fresh,regular
1264989723,opening_hours,09:00-21:00,regular
1264989723,shop,supermarket,regular
1264989723,website,http://www.namdharifresh.com/,regular
1264989727,amenity,bank,regular
1264989727,atm,yes,regular
1264989727,wikidata,Q1340361,brand
1264989727,wikipedia,en:State Bank of India,brand
1264989727,name,IDFC First Bank Whitefield,regular
1264989727,kn,ಭಾರತೀಯ ಸ್ಟೇಟ್ ಬ್ಯಾಂಕ್,name
1264989727,short_name,SBI,regular
1264989727,website,https://www.sbi.co.in,regular
1265163810,city,Bengaluru,addr
1265163810,housenumber,#33,addr
1265163810,street,"Sundari Armadale, Whitefield Main Road Whitefield",addr
1265163810,amenity,library,regular
1265163810,level,1,regular
1265163810,name,Just Books,regular
1265163810,opening_hours,Tu-Su 10:00-21:00,regular
1265163810,operator,Strata Retail and Technology Services Pvt. Ltd.,regular
1265163810,phone,+91 80 65970953,regular
1265163810,website,http://www.justbooksclc.com/,regular
1265163813,amenity,atm,regular
1265163813,name,HDFC Bank ATM,regular
1265163813,operator,HDFC Bank,regular
1265163815,amenity,atm,regular
1265163815,name,Kotak Mahindra Bank ATM,regular
1265163815,operator,Kotak Mahindra Bank,regular
1268904254,amenity,pharmacy,regular
1268904254,dispensing,no,regular
1268904254,name,Apollo Pharmacy,regular
1268904254,kn,ಅಪೊಲೋ ಫಾರ್ಮಸಿ,name
1268904265,name,Furniture Quotient,regular
1268904265,shop,furniture,regular
1271091630,city,"Whitefield, Bangalore",addr
1271091630,housenumber,17-C,addr
1271091630,postcode,560066,addr
1271091630,street,Sadarmangala Road,addr
1271091630,name,Hotel Aloft,regular
1271091630,phone,+91-80-66707777,regular
1271091630,stars,4,regular
1271091630,tourism,hotel,regular
1271091630,website,https://www.starwoodhotels.com/alofthotels/index.html,regular
1271091631,city,"Whitefield, Bangalore",addr
1271091631,street,Sadarmangala Road,addr
1271091631,amenity,bank,regular
1271091631,atm,yes,regular
1271091631,wikidata,Q1340361,brand
1271091631,wikipedia,en:State Bank of India,brand
1271091631,name,State Bank of India,regular
